pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated
0.1875264431549587,13414,0.19134952706603311,0.15429386459315833,0,89,72,125,80.49844718999243,AL172022,NICOLE,2022-11-08T08:00:00+00:00,41.66666666666666,True
0.07326527928629537,14384,0.19607517046399467,0.1673180718406849,0,223,97,107,151.21177202850313,AL172022,NICOLE,2022-11-08T09:00:00+00:00,42.5,True
0.23556737750468285,13883,0.2739619178710713,0.16055464964322474,0,88,96,101,96.87620966986684,AL172022,NICOLE,2022-11-08T10:00:00+00:00,43.333333333333336,True
0.35596111119288926,16652,0.36023525567717696,0.19894862604540026,0,83,66,99,67.91170738539859,AL172022,NICOLE,2022-11-08T11:00:00+00:00,44.16666666666666,True
0.3454206312656464,17243,0.3446931295328706,0.20747452141164013,0,223,86,101,149.26486525636233,AL172022,NICOLE,2022-11-08T12:00:00+00:00,45.0,False
0.4612032732824508,14468,0.3873519681641655,0.1684597829630665,0,223,91,96,156.236999459155,AL172022,NICOLE,2022-11-08T13:00:00+00:00,45.833333333333336,True
0.5062527660829577,14642,0.3763218498848522,0.17083187492707969,0,88,96,99,96.62815324738438,AL172022,NICOLE,2022-11-08T14:00:00+00:00,46.66666666666666,True
0.46720443251311605,19441,0.3963727778775364,0.24027635302987232,0,85,95,87,95.02105029939419,AL172022,NICOLE,2022-11-08T15:00:00+00:00,47.5,True
0.42705772676327064,18269,0.41406401176516117,0.22256740128893926,0,114,110,93,111.9866063420086,AL172022,NICOLE,2022-11-08T16:00:00+00:00,48.333333333333336,True
0.5409742363422074,19944,0.44715742118056817,0.24803502139090636,0,110,55,131,58.872744118140105,AL172022,NICOLE,2022-11-08T17:00:00+00:00,49.16666666666666,True
0.377336196696508,22590,0.41284633185314906,0.29050178750546535,0,112,119,92,120.66896867049125,AL172022,NICOLE,2022-11-08T18:00:00+00:00,50.0,False
0.2708473716495086,19569,0.3523842432619212,0.2422415607244098,0,223,71,177,84.59905436823747,AL172022,NICOLE,2022-11-08T19:00:00+00:00,51.66666666666666,True
0.14532909028536112,15645,0.3089859437751004,0.18469547971242045,0,223,124,93,179.655225362359,AL172022,NICOLE,2022-11-08T20:00:00+00:00,53.333333333333336,True
0.025477612623628108,11117,0.17033371933887778,0.12458116210007283,0,223,67,201,70.51950084905593,AL172022,NICOLE,2022-11-08T21:00:00+00:00,55.0,True
-0.054876468624469675,13207,0.1699517207777827,0.15155201101612256,0,112,24,157,51.0,AL172022,NICOLE,2022-11-08T22:00:00+00:00,56.66666666666666,True
0.011147290643015225,19077,0.2534165571616294,0.23472162411565672,0,105,26,208,106.23088063270491,AL172022,NICOLE,2022-11-08T23:00:00+00:00,58.333333333333336,True
0.10334554923205966,15653,0.2572185855989719,0.18480737671046882,0,107,8,217,110.2905254316979,AL172022,NICOLE,2022-11-09T00:00:00+00:00,60.0,False
0.15310668118050988,18033,0.25718070273285,0.21906242787205868,0,143,25,219,80.00624975587844,AL172022,NICOLE,2022-11-09T01:00:00+00:00,60.0,True
0.19847829435121528,14420,0.23909774436090225,0.16780710329097426,0,85,10,220,135.36986370680884,AL172022,NICOLE,2022-11-09T02:00:00+00:00,60.0,True
0.010441458571384094,17519,0.21503623816624476,0.21149783298926758,0,107,31,178,77.47257579298626,AL172022,NICOLE,2022-11-09T03:00:00+00:00,60.0,True
-0.12828505699060885,16748,0.1831861533027199,0.20032534328501028,223,223,43,147,195.386795869117,AL172022,NICOLE,2022-11-09T04:00:00+00:00,60.0,True
-0.06741371727118789,18006,0.2168271667511404,0.21866271585747943,0,91,23,153,66.12866246946176,AL172022,NICOLE,2022-11-09T05:00:00+00:00,60.0,True
-0.1061533610219871,15187,0.18177573729670843,0.17832442904949217,175,176,27,196,149.34523762075577,AL172022,NICOLE,2022-11-09T06:00:00+00:00,60.0,False
-0.18227197358671993,18572,0.17574069384654342,0.2270970897529958,37,223,22,189,37.16180835212409,AL172022,NICOLE,2022-11-09T07:00:00+00:00,59.16666666666666,True
-0.14070645719190114,17650,0.17069611647265612,0.2134168460254891,223,223,30,223,193.0,AL172022,NICOLE,2022-11-09T08:00:00+00:00,58.333333333333336,True
0.10946561752655787,13191,0.20350348980429725,0.15134062252612981,223,223,24,215,199.16073910286636,AL172022,NICOLE,2022-11-09T09:00:00+00:00,57.5,True
0.16047116682136986,13664,0.21027457927369353,0.15762273901808785,0,168,87,116,101.35580891098448,AL172022,NICOLE,2022-11-09T10:00:00+00:00,56.66666666666666,True
0.03554444289820443,18314,0.22838553893621302,0.22323801165313636,174,175,25,222,156.236999459155,AL172022,NICOLE,2022-11-09T11:00:00+00:00,55.833333333333336,True
0.15435517136111984,17505,0.2083247049078484,0.21129310656994219,0,166,22,218,56.462376853972415,AL172022,NICOLE,2022-11-09T12:00:00+00:00,55.0,False
0.07530758853934152,20123,0.2655974842767296,0.25081952909795713,174,173,93,105,105.75916035975324,AL172022,NICOLE,2022-11-09T13:00:00+00:00,56.0,True
0.10548277889274676,19734,0.26931240753843183,0.24478404326577194,0,142,74,143,74.00675644831355,AL172022,NICOLE,2022-11-09T14:00:00+00:00,57.0,True
0.23530029803742863,31699,0.5333155972621956,0.46172781961458353,122,48,103,98,53.48831648126533,AL172022,NICOLE,2022-11-09T15:00:00+00:00,58.0,True
0.11466758511497761,27351,0.3961002501148487,0.3746661004643772,0,168,90,99,113.4063490286148,AL172022,NICOLE,2022-11-09T16:00:00+00:00,59.0,True
0.22028107743477957,31989,0.5148817275590178,0.46792855784561826,0,108,109,102,109.16501271011697,AL172022,NICOLE,2022-11-09T17:00:00+00:00,60.0,False
0.25751697239306587,26043,0.3986198007572299,0.35046898760580814,0,111,89,111,89.0,AL172022,NICOLE,2022-11-09T18:00:00+00:00,60.0,False
0.24034868443121324,20550,0.29652996845425866,0.2575123430490464,0,111,122,110,122.00409829181969,AL172022,NICOLE,2022-11-09T19:00:00+00:00,61.0,True
0.22495903307674597,16480,0.27037964925804586,0.19648988935520795,0,91,125,102,125.4830665866913,AL172022,NICOLE,2022-11-09T20:00:00+00:00,62.0,True
