pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated,sample_time,lat,lon,dist_to_nearest_land_km,nearest_land
0.7009374728680795,20372,0.5648500211237854,0.2547136784196049,122,122,19,143,105.11898020814318,AL022024,BERYL,2024-07-02 20:00:00+00:00,133.33333333333334,True,2024-07-02 20:00:00+00:00,15.733333333333333,-70.53333333333333,766.36063336728,Jamaica
0.5545822177554582,13745,0.3918282618601589,0.1587054164213054,133,132,104,149,33.61547262794322,AL022024,BERYL,2024-07-02 21:00:00+00:00,132.5,True,2024-07-02 21:00:00+00:00,15.8,-70.85,732.0865222802512,Jamaica
0.6784736349388822,12394,0.4317564835672616,0.1409081607130676,135,135,111,155,31.240998703626616,AL022024,BERYL,2024-07-02 22:00:00+00:00,131.66666666666666,True,2024-07-02 22:00:00+00:00,15.866666666666667,-71.16666666666667,697.8549227257789,Jamaica
0.6574539910836317,16371,0.5189274447949527,0.1949369500244102,138,138,108,161,37.8021163428716,AL022024,BERYL,2024-07-02 23:00:00+00:00,130.83333333333334,True,2024-07-02 23:00:00+00:00,15.933333333333334,-71.48333333333333,663.6708132734099,Jamaica
0.6020142003502493,11767,0.254812050119968,0.1328328723824575,135,139,95,114,47.16990566028302,AL022024,BERYL,2024-07-03 00:00:00+00:00,130.0,False,2024-07-03 00:00:00+00:00,16.0,-71.8,629.540230619173,Jamaica
0.5135566644114112,18978,0.3627746660922016,0.2332194558458475,115,118,97,168,53.14132102234569,AL022024,BERYL,2024-07-03 01:00:00+00:00,129.16666666666666,True,2024-07-03 01:00:00+00:00,16.05,-72.08333333333333,599.4738415829383,Jamaica
0.4303944717246822,14759,0.287028558971005,0.172432325073312,121,118,88,159,52.630789467763066,AL022024,BERYL,2024-07-03 02:00:00+00:00,128.33333333333334,True,2024-07-03 02:00:00+00:00,16.1,-72.36666666666666,569.481459317553,Jamaica
0.5300421099567196,23651,0.4910007880220646,0.3083532157338235,119,116,96,117,23.021728866442675,AL022024,BERYL,2024-07-03 03:00:00+00:00,127.5,True,2024-07-03 03:00:00+00:00,16.15,-72.65,539.5742101993985,Jamaica
0.5088340003125051,29457,0.5669867276644414,0.4155017984343043,114,116,119,172,56.22277118748239,AL022024,BERYL,2024-07-03 04:00:00+00:00,126.66666666666669,True,2024-07-03 04:00:00+00:00,16.2,-72.93333333333334,509.7657840072987,Jamaica
0.4779865099875086,22278,0.4564592050209205,0.2853446730025361,174,166,93,111,97.9081201943945,AL022024,BERYL,2024-07-03 05:00:00+00:00,125.83333333333331,True,2024-07-03 05:00:00+00:00,16.25,-73.21666666666667,480.0732057489205,Jamaica
0.3718951862810055,26648,0.5274123749749233,0.3615543254097471,175,151,92,110,92.57429448826494,AL022024,BERYL,2024-07-03 06:00:00+00:00,125.0,False,2024-07-03 06:00:00+00:00,16.3,-73.5,450.5178977952365,Jamaica
0.3991593513639839,29569,0.5728609803452219,0.4177415481118347,49,176,114,171,65.19202405202648,AL022024,BERYL,2024-07-03 07:00:00+00:00,125.0,True,2024-07-03 07:00:00+00:00,16.383333333333333,-73.8,417.8228847520361,Jamaica
0.5093812263843503,24808,0.5132827035105377,0.3283914010378058,170,170,75,167,95.0473566176356,AL022024,BERYL,2024-07-03 08:00:00+00:00,125.0,True,2024-07-03 08:00:00+00:00,16.46666666666667,-74.1,385.2370095218261,Jamaica
0.2768720708654371,24053,0.3302914661799679,0.315246595630349,172,172,91,109,102.61578825892242,AL022024,BERYL,2024-07-03 09:00:00+00:00,125.0,True,2024-07-03 09:00:00+00:00,16.55,-74.39999999999999,352.7869003228919,Jamaica
0.3073000300537754,20893,0.304507992007992,0.2629406360512969,171,174,95,108,100.65783625729296,AL022024,BERYL,2024-07-03 10:00:00+00:00,125.0,True,2024-07-03 10:00:00+00:00,16.633333333333333,-74.7,320.5097843998184,Jamaica
0.5281552695216073,32625,0.6691821646926402,0.4817133491812719,172,173,95,110,99.48869282486326,AL022024,BERYL,2024-07-03 11:00:00+00:00,125.0,True,2024-07-03 11:00:00+00:00,16.71666666666667,-75.0,288.4592435070234,Jamaica
0.4506642116873009,30223,0.6079057271300508,0.4309629397253632,170,176,96,186,74.67261881037788,AL022024,BERYL,2024-07-03 12:00:00+00:00,125.0,False,2024-07-03 12:00:00+00:00,16.8,-75.3,256.71506121940735,Jamaica
0.5992797865447538,37503,0.8697277894107089,0.5967159382010851,164,171,111,191,56.64803615307419,AL022024,BERYL,2024-07-03 13:00:00+00:00,124.16666666666669,True,2024-07-03 13:00:00+00:00,16.883333333333333,-75.55,229.66407889570024,Jamaica
0.2443454601557589,28403,0.441374235619497,0.3947657368413738,223,223,101,111,165.61400906928134,AL022024,BERYL,2024-07-03 14:00:00+00:00,123.33333333333331,True,2024-07-03 14:00:00+00:00,16.96666666666667,-75.8,202.91601943825899,Jamaica
0.3580212027125467,22208,0.2611016467915957,0.2841932841932841,172,173,100,115,92.45539465060976,AL022024,BERYL,2024-07-03 15:00:00+00:00,122.5,True,2024-07-03 15:00:00+00:00,17.05,-76.05,176.60332241207954,Jamaica
0.2534311717506173,26518,0.3695899183968598,0.3591570279275131,117,178,99,116,64.5600495662759,AL022024,BERYL,2024-07-03 16:00:00+00:00,121.66666666666669,True,2024-07-03 16:00:00+00:00,17.133333333333333,-76.3,150.94763381039022,Jamaica
-0.0389408656543213,18787,0.1085410827555686,0.2303316373444492,170,172,96,116,92.80086206496144,AL022024,BERYL,2024-07-03 17:00:00+00:00,120.83333333333331,True,2024-07-03 17:00:00+00:00,17.21666666666667,-76.55,126.3423613648025,Jamaica
-0.0344444465709396,24273,0.25160491917395,0.3190499349360533,49,46,122,112,98.41239759298622,AL022024,BERYL,2024-07-03 18:00:00+00:00,120.0,False,2024-07-03 18:00:00+00:00,17.3,-76.8,103.52994291296815,Jamaica
0.6049046644650256,36720,0.7806658099556288,0.5770681418154389,174,163,99,101,97.30878685915263,AL022024,BERYL,2024-07-03 19:00:00+00:00,119.16666666666669,True,2024-07-03 19:00:00+00:00,17.383333333333333,-77.05,83.97289822211766,Jamaica
